date,fortnight,S&P500,Interest Rate,GDP,Unemployment Rate,CPI,Inflation Expectations,Yield Spread,VIX,Industrial Production,Consumer Confidence,Hourly Earnings,NFCI,Savings Rate,PCE,Money Supply,PPI
2009-12-30,0.0,1126.42,0.11,14651.25,9.9,217.35,2.11,2.72,19.96,88.24,72.5,22.36,-0.19,5.4,10052.6,8512.5,178.1
2009-12-31,0.0,1115.1,0.05,14651.25,9.9,217.35,2.13,2.71,21.68,88.24,72.5,22.36,-0.19,5.4,10052.6,8512.5,178.1
2010-01-04,0.0,1132.99,0.12,14764.61,9.8,217.49,2.13,2.76,20.04,89.19,74.4,22.41,-0.21,5.6,10056.1,8478.0,181.9
2010-01-05,0.0,1136.52,0.12,14764.61,9.8,217.49,2.12,2.76,19.35,89.19,74.4,22.41,-0.21,5.6,10056.1,8478.0,181.9
2010-01-06,0.0,1137.14,0.12,14764.61,9.8,217.49,2.16,2.84,19.16,89.19,74.4,22.41,-0.21,5.6,10056.1,8478.0,181.9
2010-01-07,0.0,1141.69,0.1,14764.61,9.8,217.49,2.19,2.82,19.06,89.19,74.4,22.41,-0.21,5.6,10056.1,8478.0,181.9
2010-01-08,0.0,1144.98,0.11,14764.61,9.8,217.49,2.18,2.87,18.13,89.19,74.4,22.41,-0.23,5.6,10056.1,8478.0,181.9
2010-01-11,0.0,1146.98,0.11,14764.61,9.8,217.49,2.12,2.9,17.55,89.19,74.4,22.41,-0.23,5.6,10056.1,8478.0,181.9
2010-01-12,0.0,1136.22,0.11,14764.61,9.8,217.49,2.15,2.82,18.25,89.19,74.4,22.41,-0.23,5.6,10056.1,8478.0,181.9
2010-01-13,1.0,1145.68,0.11,14764.61,9.8,217.49,2.13,2.83,17.85,89.19,74.4,22.41,-0.23,5.6,10056.1,8478.0,181.9
2010-01-14,1.0,1148.46,0.11,14764.61,9.8,217.49,2.12,2.82,17.63,89.19,74.4,22.41,-0.23,5.6,10056.1,8478.0,181.9
2010-01-15,1.0,1136.03,0.12,14764.61,9.8,217.49,2.1,2.81,17.91,89.19,74.4,22.41,-0.24,5.6,10056.1,8478.0,181.9
2010-01-19,1.0,1150.23,0.13,14764.61,9.8,217.49,2.09,2.8,17.58,89.19,74.4,22.41,-0.24,5.6,10056.1,8478.0,181.9
2010-01-20,1.0,1138.04,0.13,14764.61,9.8,217.49,2.09,2.76,18.68,89.19,74.4,22.41,-0.24,5.6,10056.1,8478.0,181.9
2010-01-21,1.0,1116.48,0.12,14764.61,9.8,217.49,1.98,2.75,22.27,89.19,74.4,22.41,-0.24,5.6,10056.1,8478.0,181.9
2010-01-22,1.0,1091.76,0.11,14764.61,9.8,217.49,1.95,2.78,27.31,89.19,74.4,22.41,-0.23,5.6,10056.1,8478.0,181.9
2010-01-25,1.0,1096.78,0.12,14764.61,9.8,217.49,1.97,2.8,25.41,89.19,74.4,22.41,-0.23,5.6,10056.1,8478.0,181.9
2010-01-26,1.0,1092.17,0.12,14764.61,9.8,217.49,1.97,2.78,24.55,89.19,74.4,22.41,-0.23,5.6,10056.1,8478.0,181.9
2010-01-27,2.0,1097.5,0.12,14764.61,9.8,217.49,1.96,2.76,23.14,89.19,74.4,22.41,-0.23,5.6,10056.1,8478.0,181.9
2010-01-28,2.0,1084.53,0.12,14764.61,9.8,217.49,1.94,2.81,23.73,89.19,74.4,22.41,-0.23,5.6,10056.1,8478.0,181.9
2010-01-29,2.0,1073.87,0.12,14764.61,9.8,217.49,1.91,2.81,24.62,89.19,74.4,22.41,-0.22,5.6,10056.1,8478.0,181.9
2010-02-01,2.0,1089.19,0.14,14764.61,9.8,217.28,1.99,2.82,22.59,89.5,73.6,22.45,-0.22,5.3,10093.4,8527.6,181.0
2010-02-02,2.0,1103.32,0.14,14764.61,9.8,217.28,2.02,2.81,21.48,89.5,73.6,22.45,-0.22,5.3,10093.4,8527.6,181.0
2010-02-03,2.0,1097.28,0.13,14764.61,9.8,217.28,2.05,2.85,21.6,89.5,73.6,22.45,-0.22,5.3,10093.4,8527.6,181.0
2010-02-04,2.0,1063.11,0.14,14764.61,9.8,217.28,1.99,2.82,26.08,89.5,73.6,22.45,-0.22,5.3,10093.4,8527.6,181.0
2010-02-05,2.0,1066.19,0.13,14764.61,9.8,217.28,1.89,2.82,26.11,89.5,73.6,22.45,-0.22,5.3,10093.4,8527.6,181.0
2010-02-08,2.0,1056.74,0.13,14764.61,9.8,217.28,1.91,2.83,26.51,89.5,73.6,22.45,-0.22,5.3,10093.4,8527.6,181.0
2010-02-09,2.0,1070.52,0.13,14764.61,9.8,217.28,1.94,2.83,26.0,89.5,73.6,22.45,-0.22,5.3,10093.4,8527.6,181.0
2010-02-10,3.0,1068.13,0.12,14764.61,9.8,217.28,1.97,2.81,25.4,89.5,73.6,22.45,-0.22,5.3,10093.4,8527.6,181.0
2010-02-11,3.0,1078.47,0.12,14764.61,9.8,217.28,1.96,2.82,23.96,89.5,73.6,22.45,-0.22,5.3,10093.4,8527.6,181.0
2010-02-12,3.0,1075.51,0.12,14764.61,9.8,217.28,1.96,2.85,22.73,89.5,73.6,22.45,-0.23,5.3,10093.4,8527.6,181.0
2010-02-16,3.0,1094.87,0.13,14764.61,9.8,217.28,1.95,2.84,22.25,89.5,73.6,22.45,-0.23,5.3,10093.4,8527.6,181.0
2010-02-17,3.0,1099.51,0.12,14764.61,9.8,217.28,2.01,2.87,21.72,89.5,73.6,22.45,-0.23,5.3,10093.4,8527.6,181.0
2010-02-18,3.0,1106.75,0.12,14764.61,9.8,217.28,2.02,2.89,20.63,89.5,73.6,22.45,-0.23,5.3,10093.4,8527.6,181.0
2010-02-19,3.0,1109.17,0.13,14764.61,9.8,217.28,1.97,2.83,20.02,89.5,73.6,22.45,-0.25,5.3,10093.4,8527.6,181.0
2010-02-22,3.0,1108.01,0.12,14764.61,9.8,217.28,1.92,2.89,19.94,89.5,73.6,22.45,-0.25,5.3,10093.4,8527.6,181.0
2010-02-23,3.0,1094.6,0.12,14764.61,9.8,217.28,1.9,2.82,21.37,89.5,73.6,22.45,-0.25,5.3,10093.4,8527.6,181.0
2010-02-24,4.0,1105.24,0.11,14764.61,9.8,217.28,1.9,2.83,20.27,89.5,73.6,22.45,-0.25,5.3,10093.4,8527.6,181.0
2010-02-25,4.0,1102.94,0.12,14764.61,9.8,217.28,1.83,2.82,20.1,89.5,73.6,22.45,-0.25,5.3,10093.4,8527.6,181.0
2010-02-26,4.0,1104.49,0.13,14764.61,9.8,217.28,1.83,2.8,19.5,89.5,73.6,22.45,-0.29,5.3,10093.4,8527.6,181.0
2010-03-01,4.0,1115.71,0.14,14764.61,9.9,217.35,1.83,2.81,19.26,90.14,73.6,22.46,-0.29,5.3,10156.0,8523.7,183.3
2010-03-02,4.0,1118.31,0.14,14764.61,9.9,217.35,1.83,2.82,19.06,90.14,73.6,22.46,-0.29,5.3,10156.0,8523.7,183.3
2010-03-03,4.0,1118.79,0.15,14764.61,9.9,217.35,1.84,2.81,18.83,90.14,73.6,22.46,-0.29,5.3,10156.0,8523.7,183.3
2010-03-04,4.0,1122.97,0.16,14764.61,9.9,217.35,1.84,2.75,18.72,90.14,73.6,22.46,-0.29,5.3,10156.0,8523.7,183.3
2010-03-05,4.0,1138.7,0.17,14764.61,9.9,217.35,1.89,2.78,17.42,90.14,73.6,22.46,-0.34,5.3,10156.0,8523.7,183.3
2010-03-08,4.0,1138.5,0.15,14764.61,9.9,217.35,1.87,2.82,17.79,90.14,73.6,22.46,-0.34,5.3,10156.0,8523.7,183.3
2010-03-09,4.0,1140.45,0.14,14764.61,9.9,217.35,1.88,2.82,17.92,90.14,73.6,22.46,-0.34,5.3,10156.0,8523.7,183.3
2010-03-10,5.0,1145.61,0.14,14764.61,9.9,217.35,1.91,2.81,18.57,90.14,73.6,22.46,-0.34,5.3,10156.0,8523.7,183.3
2010-03-11,5.0,1150.24,0.15,14764.61,9.9,217.35,1.89,2.76,18.06,90.14,73.6,22.46,-0.34,5.3,10156.0,8523.7,183.3
2010-03-12,5.0,1149.99,0.17,14764.61,9.9,217.35,1.93,2.74,17.58,90.14,73.6,22.46,-0.38,5.3,10156.0,8523.7,183.3
2010-03-15,5.0,1150.51,0.2,14764.61,9.9,217.35,1.93,2.75,18.0,90.14,73.6,22.46,-0.38,5.3,10156.0,8523.7,183.3
2010-03-16,5.0,1159.46,0.2,14764.61,9.9,217.35,1.92,2.73,17.69,90.14,73.6,22.46,-0.38,5.3,10156.0,8523.7,183.3
2010-03-17,5.0,1166.21,0.18,14764.61,9.9,217.35,1.96,2.7,16.91,90.14,73.6,22.46,-0.38,5.3,10156.0,8523.7,183.3
2010-03-18,5.0,1165.83,0.18,14764.61,9.9,217.35,1.92,2.7,16.62,90.14,73.6,22.46,-0.38,5.3,10156.0,8523.7,183.3
2010-03-19,5.0,1159.9,0.18,14764.61,9.9,217.35,1.86,2.68,16.97,90.14,73.6,22.46,-0.43,5.3,10156.0,8523.7,183.3
2010-03-22,5.0,1165.81,0.18,14764.61,9.9,217.35,1.82,2.66,16.87,90.14,73.6,22.46,-0.43,5.3,10156.0,8523.7,183.3
2010-03-23,5.0,1174.17,0.17,14764.61,9.9,217.35,1.8,2.67,16.35,90.14,73.6,22.46,-0.43,5.3,10156.0,8523.7,183.3
2010-03-24,6.0,1167.72,0.17,14764.61,9.9,217.35,1.89,2.76,17.55,90.14,73.6,22.46,-0.43,5.3,10156.0,8523.7,183.3
2010-03-25,6.0,1165.73,0.17,14764.61,9.9,217.35,1.87,2.81,18.4,90.14,73.6,22.46,-0.43,5.3,10156.0,8523.7,183.3
2010-03-26,6.0,1166.59,0.17,14764.61,9.9,217.35,1.86,2.82,17.77,90.14,73.6,22.46,-0.47,5.3,10156.0,8523.7,183.3
2010-03-29,6.0,1173.22,0.16,14764.61,9.9,217.35,1.85,2.84,17.59,90.14,73.6,22.46,-0.47,5.3,10156.0,8523.7,183.3
2010-03-30,6.0,1173.27,0.16,14764.61,9.9,217.35,1.83,2.82,17.13,90.14,73.6,22.46,-0.47,5.3,10156.0,8523.7,183.3
2010-03-31,6.0,1169.43,0.09,14764.61,9.9,217.35,1.83,2.82,17.59,90.14,73.6,22.46,-0.47,5.3,10156.0,8523.7,183.3
2010-04-01,6.0,1178.1,0.17,14980.19,9.9,217.4,1.85,2.84,17.47,90.46,72.2,22.49,-0.47,6.0,10182.3,8555.1,184.4
2010-04-05,6.0,1187.44,0.2,14980.19,9.9,217.4,1.92,2.83,17.02,90.46,72.2,22.49,-0.5,6.0,10182.3,8555.1,184.4
2010-04-06,6.0,1189.44,0.2,14980.19,9.9,217.4,2.03,2.84,16.23,90.46,72.2,22.49,-0.5,6.0,10182.3,8555.1,184.4
2010-04-07,7.0,1182.45,0.19,14980.19,9.9,217.4,2.04,2.83,16.62,90.46,72.2,22.49,-0.5,6.0,10182.3,8555.1,184.4
2010-04-08,7.0,1186.44,0.19,14980.19,9.9,217.4,1.95,2.82,16.48,90.46,72.2,22.49,-0.5,6.0,10182.3,8555.1,184.4
2010-04-09,7.0,1194.37,0.19,14980.19,9.9,217.4,1.97,2.82,16.14,90.46,72.2,22.49,-0.51,6.0,10182.3,8555.1,184.4
2010-04-12,7.0,1196.48,0.19,14980.19,9.9,217.4,1.95,2.8,15.58,90.46,72.2,22.49,-0.51,6.0,10182.3,8555.1,184.4
2010-04-13,7.0,1197.3,0.2,14980.19,9.9,217.4,1.93,2.77,16.2,90.46,72.2,22.49,-0.51,6.0,10182.3,8555.1,184.4
2010-04-14,7.0,1210.65,0.2,14980.19,9.9,217.4,1.95,2.81,15.59,90.46,72.2,22.49,-0.51,6.0,10182.3,8555.1,184.4
2010-04-15,7.0,1211.67,0.22,14980.19,9.9,217.4,1.96,2.82,15.89,90.46,72.2,22.49,-0.51,6.0,10182.3,8555.1,184.4
2010-04-16,7.0,1192.13,0.21,14980.19,9.9,217.4,1.9,2.81,18.36,90.46,72.2,22.49,-0.5,6.0,10182.3,8555.1,184.4
2010-04-19,7.0,1197.52,0.2,14980.19,9.9,217.4,1.91,2.82,17.34,90.46,72.2,22.49,-0.5,6.0,10182.3,8555.1,184.4
2010-04-20,7.0,1207.17,0.2,14980.19,9.9,217.4,1.96,2.77,15.73,90.46,72.2,22.49,-0.5,6.0,10182.3,8555.1,184.4
2010-04-21,8.0,1205.94,0.2,14980.19,9.9,217.4,1.95,2.74,16.32,90.46,72.2,22.49,-0.5,6.0,10182.3,8555.1,184.4
2010-04-22,8.0,1208.67,0.2,14980.19,9.9,217.4,1.95,2.73,16.47,90.46,72.2,22.49,-0.5,6.0,10182.3,8555.1,184.4
2010-04-23,8.0,1217.28,0.2,14980.19,9.9,217.4,1.99,2.74,16.62,90.46,72.2,22.49,-0.47,6.0,10182.3,8555.1,184.4
2010-04-26,8.0,1212.05,0.2,14980.19,9.9,217.4,2.0,2.74,17.47,90.46,72.2,22.49,-0.47,6.0,10182.3,8555.1,184.4
2010-04-27,8.0,1183.71,0.2,14980.19,9.9,217.4,2.0,2.68,22.81,90.46,72.2,22.49,-0.47,6.0,10182.3,8555.1,184.4
2010-04-28,8.0,1191.36,0.2,14980.19,9.9,217.4,2.0,2.77,21.08,90.46,72.2,22.49,-0.47,6.0,10182.3,8555.1,184.4
2010-04-29,8.0,1206.78,0.19,14980.19,9.9,217.4,2.06,2.75,18.44,90.46,72.2,22.49,-0.47,6.0,10182.3,8555.1,184.4
2010-04-30,8.0,1186.69,0.2,14980.19,9.9,217.4,2.01,2.72,22.05,90.46,72.2,22.49,-0.4,6.0,10182.3,8555.1,184.4
2010-05-03,8.0,1202.26,0.2,14980.19,9.6,217.29,2.0,2.72,20.19,91.7,73.6,22.53,-0.4,6.4,10210.8,8609.3,184.8
2010-05-04,8.0,1173.6,0.21,14980.19,9.6,217.29,1.94,2.67,23.84,91.7,73.6,22.53,-0.4,6.4,10210.8,8609.3,184.8
2010-05-05,9.0,1165.87,0.21,14980.19,9.6,217.29,1.89,2.7,24.91,91.7,73.6,22.53,-0.4,6.4,10210.8,8609.3,184.8
2010-05-06,9.0,1128.15,0.2,14980.19,9.6,217.29,1.79,2.66,32.8,91.7,73.6,22.53,-0.4,6.4,10210.8,8609.3,184.8
2010-05-07,9.0,1110.88,0.2,14980.19,9.6,217.29,1.75,2.62,40.95,91.7,73.6,22.53,-0.32,6.4,10210.8,8609.3,184.8
2010-05-10,9.0,1159.73,0.2,14980.19,9.6,217.29,1.85,2.7,28.84,91.7,73.6,22.53,-0.32,6.4,10210.8,8609.3,184.8
2010-05-11,9.0,1155.79,0.2,14980.19,9.6,217.29,1.86,2.71,28.32,91.7,73.6,22.53,-0.32,6.4,10210.8,8609.3,184.8
2010-05-12,9.0,1171.67,0.2,14980.19,9.6,217.29,1.92,2.67,25.52,91.7,73.6,22.53,-0.32,6.4,10210.8,8609.3,184.8
2010-05-13,9.0,1157.44,0.2,14980.19,9.6,217.29,1.89,2.68,26.68,91.7,73.6,22.53,-0.32,6.4,10210.8,8609.3,184.8
2010-05-14,9.0,1135.68,0.2,14980.19,9.6,217.29,1.83,2.65,31.24,91.7,73.6,22.53,-0.23,6.4,10210.8,8609.3,184.8
2010-05-17,9.0,1136.94,0.21,14980.19,9.6,217.29,1.81,2.66,30.84,91.7,73.6,22.53,-0.23,6.4,10210.8,8609.3,184.8
2010-05-18,9.0,1120.8,0.21,14980.19,9.6,217.29,1.77,2.62,33.55,91.7,73.6,22.53,-0.23,6.4,10210.8,8609.3,184.8
2010-05-19,10.0,1115.05,0.2,14980.19,9.6,217.29,1.7,2.56,35.32,91.7,73.6,22.53,-0.23,6.4,10210.8,8609.3,184.8
2010-05-20,10.0,1071.59,0.2,14980.19,9.6,217.29,1.58,2.49,45.79,91.7,73.6,22.53,-0.23,6.4,10210.8,8609.3,184.8
2010-05-21,10.0,1087.69,0.2,14980.19,9.6,217.29,1.61,2.44,40.1,91.7,73.6,22.53,-0.15,6.4,10210.8,8609.3,184.8
2010-05-24,10.0,1073.65,0.21,14980.19,9.6,217.29,1.62,2.46,38.32,91.7,73.6,22.53,-0.15,6.4,10210.8,8609.3,184.8
2010-05-25,10.0,1074.03,0.21,14980.19,9.6,217.29,1.57,2.37,34.61,91.7,73.6,22.53,-0.15,6.4,10210.8,8609.3,184.8
2010-05-26,10.0,1067.95,0.2,14980.19,9.6,217.29,1.62,2.39,35.02,91.7,73.6,22.53,-0.15,6.4,10210.8,8609.3,184.8
2010-05-27,10.0,1103.06,0.2,14980.19,9.6,217.29,1.72,2.47,29.68,91.7,73.6,22.53,-0.15,6.4,10210.8,8609.3,184.8
2010-05-28,10.0,1089.41,0.19,14980.19,9.6,217.29,1.69,2.55,32.07,91.7,73.6,22.53,-0.09,6.4,10210.8,8609.3,184.8
2010-06-01,10.0,1070.71,0.2,14980.19,9.4,217.2,1.68,2.51,35.54,91.9,76.0,22.53,-0.09,6.2,10231.3,8628.4,183.5
2010-06-02,11.0,1098.38,0.2,14980.19,9.4,217.2,1.71,2.53,30.17,91.9,76.0,22.53,-0.09,6.2,10231.3,8628.4,183.5
2010-06-03,11.0,1102.83,0.19,14980.19,9.4,217.2,1.77,2.57,29.46,91.9,76.0,22.53,-0.09,6.2,10231.3,8628.4,183.5
2010-06-04,11.0,1064.88,0.19,14980.19,9.4,217.2,1.66,2.48,35.48,91.9,76.0,22.53,-0.06,6.2,10231.3,8628.4,183.5
2010-06-07,11.0,1050.47,0.19,14980.19,9.4,217.2,1.64,2.43,36.57,91.9,76.0,22.53,-0.06,6.2,10231.3,8628.4,183.5
2010-06-08,11.0,1062.0,0.19,14980.19,9.4,217.2,1.62,2.44,33.7,91.9,76.0,22.53,-0.06,6.2,10231.3,8628.4,183.5
2010-06-09,11.0,1055.69,0.18,14980.19,9.4,217.2,1.63,2.46,33.73,91.9,76.0,22.53,-0.06,6.2,10231.3,8628.4,183.5
2010-06-10,11.0,1086.84,0.18,14980.19,9.4,217.2,1.68,2.54,30.57,91.9,76.0,22.53,-0.06,6.2,10231.3,8628.4,183.5
2010-06-11,11.0,1091.6,0.18,14980.19,9.4,217.2,1.65,2.49,28.79,91.9,76.0,22.53,-0.06,6.2,10231.3,8628.4,183.5
2010-06-14,11.0,1089.63,0.18,14980.19,9.4,217.2,1.69,2.51,28.58,91.9,76.0,22.53,-0.06,6.2,10231.3,8628.4,183.5
2010-06-15,11.0,1115.23,0.19,14980.19,9.4,217.2,1.68,2.53,25.87,91.9,76.0,22.53,-0.06,6.2,10231.3,8628.4,183.5
2010-06-16,12.0,1114.61,0.19,14980.19,9.4,217.2,1.67,2.52,25.92,91.9,76.0,22.53,-0.06,6.2,10231.3,8628.4,183.5
2010-06-17,12.0,1116.04,0.19,14980.19,9.4,217.2,1.68,2.49,25.05,91.9,76.0,22.53,-0.06,6.2,10231.3,8628.4,183.5
2010-06-18,12.0,1117.51,0.18,14980.19,9.4,217.2,1.69,2.5,23.95,91.9,76.0,22.53,-0.08,6.2,10231.3,8628.4,183.5
2010-06-21,12.0,1113.2,0.17,14980.19,9.4,217.2,1.71,2.52,24.88,91.9,76.0,22.53,-0.08,6.2,10231.3,8628.4,183.5
2010-06-22,12.0,1095.31,0.18,14980.19,9.4,217.2,1.68,2.47,27.05,91.9,76.0,22.53,-0.08,6.2,10231.3,8628.4,183.5
2010-06-23,12.0,1092.04,0.17,14980.19,9.4,217.2,1.64,2.47,26.91,91.9,76.0,22.53,-0.08,6.2,10231.3,8628.4,183.5
2010-06-24,12.0,1073.69,0.16,14980.19,9.4,217.2,1.6,2.47,29.74,91.9,76.0,22.53,-0.08,6.2,10231.3,8628.4,183.5
2010-06-25,12.0,1076.76,0.16,14980.19,9.4,217.2,1.61,2.47,28.53,91.9,76.0,22.53,-0.11,6.2,10231.3,8628.4,183.5
2010-06-28,12.0,1074.57,0.17,14980.19,9.4,217.2,1.57,2.43,29.0,91.9,76.0,22.53,-0.11,6.2,10231.3,8628.4,183.5
2010-06-29,12.0,1041.24,0.15,14980.19,9.4,217.2,1.54,2.36,34.13,91.9,76.0,22.53,-0.11,6.2,10231.3,8628.4,183.5
2010-06-30,13.0,1030.71,0.09,14980.19,9.4,217.2,1.54,2.36,34.54,91.9,76.0,22.53,-0.11,6.2,10231.3,8628.4,183.5
2010-07-01,13.0,1027.37,0.17,15141.61,9.4,217.6,1.48,2.33,32.86,92.25,67.8,22.59,-0.11,6.1,10268.1,8639.8,184.1
2010-07-02,13.0,1022.58,0.18,15141.61,9.4,217.6,1.48,2.37,30.12,92.25,67.8,22.59,-0.15,6.1,10268.1,8639.8,184.1
2010-07-06,13.0,1028.06,0.18,15141.61,9.4,217.6,1.41,2.33,29.65,92.25,67.8,22.59,-0.15,6.1,10268.1,8639.8,184.1
2010-07-07,13.0,1060.27,0.18,15141.61,9.4,217.6,1.4,2.37,26.84,92.25,67.8,22.59,-0.15,6.1,10268.1,8639.8,184.1
2010-07-08,13.0,1070.25,0.17,15141.61,9.4,217.6,1.43,2.41,25.71,92.25,67.8,22.59,-0.15,6.1,10268.1,8639.8,184.1
2010-07-09,13.0,1077.96,0.18,15141.61,9.4,217.6,1.47,2.44,24.98,92.25,67.8,22.59,-0.19,6.1,10268.1,8639.8,184.1
2010-07-12,13.0,1078.75,0.17,15141.61,9.4,217.6,1.48,2.43,24.43,92.25,67.8,22.59,-0.19,6.1,10268.1,8639.8,184.1
2010-07-13,13.0,1095.34,0.17,15141.61,9.4,217.6,1.51,2.48,24.56,92.25,67.8,22.59,-0.19,6.1,10268.1,8639.8,184.1
2010-07-14,14.0,1095.17,0.17,15141.61,9.4,217.6,1.48,2.45,24.89,92.25,67.8,22.59,-0.19,6.1,10268.1,8639.8,184.1
2010-07-15,14.0,1096.48,0.19,15141.61,9.4,217.6,1.43,2.39,25.14,92.25,67.8,22.59,-0.19,6.1,10268.1,8639.8,184.1
2010-07-16,14.0,1064.88,0.19,15141.61,9.4,217.6,1.36,2.35,26.25,92.25,67.8,22.59,-0.24,6.1,10268.1,8639.8,184.1
2010-07-19,14.0,1071.25,0.19,15141.61,9.4,217.6,1.34,2.38,25.97,92.25,67.8,22.59,-0.24,6.1,10268.1,8639.8,184.1
2010-07-20,14.0,1083.48,0.18,15141.61,9.4,217.6,1.32,2.37,23.93,92.25,67.8,22.59,-0.24,6.1,10268.1,8639.8,184.1
2010-07-21,14.0,1069.59,0.18,15141.61,9.4,217.6,1.34,2.32,25.64,92.25,67.8,22.59,-0.24,6.1,10268.1,8639.8,184.1
2010-07-22,14.0,1093.67,0.18,15141.61,9.4,217.6,1.37,2.36,24.63,92.25,67.8,22.59,-0.24,6.1,10268.1,8639.8,184.1
2010-07-23,14.0,1102.66,0.19,15141.61,9.4,217.6,1.39,2.42,23.47,92.25,67.8,22.59,-0.28,6.1,10268.1,8639.8,184.1
2010-07-26,14.0,1115.01,0.19,15141.61,9.4,217.6,1.4,2.41,22.73,92.25,67.8,22.59,-0.28,6.1,10268.1,8639.8,184.1
2010-07-27,14.0,1113.84,0.19,15141.61,9.4,217.6,1.44,2.43,23.19,92.25,67.8,22.59,-0.28,6.1,10268.1,8639.8,184.1
2010-07-28,15.0,1106.13,0.2,15141.61,9.4,217.6,1.46,2.42,24.25,92.25,67.8,22.59,-0.28,6.1,10268.1,8639.8,184.1
2010-07-29,15.0,1101.53,0.19,15141.61,9.4,217.6,1.45,2.44,24.13,92.25,67.8,22.59,-0.28,6.1,10268.1,8639.8,184.1
2010-07-30,15.0,1101.6,0.18,15141.61,9.4,217.6,1.43,2.39,23.5,92.25,67.8,22.59,-0.3,6.1,10268.1,8639.8,184.1
2010-08-02,15.0,1125.86,0.19,15141.61,9.5,217.92,1.5,2.43,22.01,92.59,68.9,22.62,-0.3,6.2,10307.1,8688.2,184.9
2010-08-03,15.0,1120.46,0.19,15141.61,9.5,217.92,1.51,2.41,22.63,92.59,68.9,22.62,-0.3,6.2,10307.1,8688.2,184.9
2010-08-04,15.0,1127.24,0.19,15141.61,9.5,217.92,1.5,2.42,22.21,92.59,68.9,22.62,-0.3,6.2,10307.1,8688.2,184.9
2010-08-05,15.0,1125.81,0.19,15141.61,9.5,217.92,1.5,2.41,22.1,92.59,68.9,22.62,-0.3,6.2,10307.1,8688.2,184.9
2010-08-06,15.0,1121.64,0.18,15141.61,9.5,217.92,1.46,2.36,21.74,92.59,68.9,22.62,-0.32,6.2,10307.1,8688.2,184.9
2010-08-09,15.0,1127.79,0.18,15141.61,9.5,217.92,1.48,2.32,22.14,92.59,68.9,22.62,-0.32,6.2,10307.1,8688.2,184.9
2010-08-10,15.0,1121.06,0.18,15141.61,9.5,217.92,1.48,2.27,22.37,92.59,68.9,22.62,-0.32,6.2,10307.1,8688.2,184.9
2010-08-11,16.0,1089.47,0.17,15141.61,9.5,217.92,1.43,2.18,25.39,92.59,68.9,22.62,-0.32,6.2,10307.1,8688.2,184.9
2010-08-12,16.0,1083.61,0.18,15141.61,9.5,217.92,1.35,2.19,25.73,92.59,68.9,22.62,-0.32,6.2,10307.1,8688.2,184.9
2010-08-13,16.0,1079.25,0.19,15141.61,9.5,217.92,1.34,2.14,26.24,92.59,68.9,22.62,-0.32,6.2,10307.1,8688.2,184.9
2010-08-16,16.0,1079.38,0.2,15141.61,9.5,217.92,1.29,2.07,26.1,92.59,68.9,22.62,-0.32,6.2,10307.1,8688.2,184.9
2010-08-17,16.0,1092.54,0.2,15141.61,9.5,217.92,1.28,2.12,24.33,92.59,68.9,22.62,-0.32,6.2,10307.1,8688.2,184.9
2010-08-18,16.0,1094.16,0.19,15141.61,9.5,217.92,1.28,2.13,24.59,92.59,68.9,22.62,-0.32,6.2,10307.1,8688.2,184.9
2010-08-19,16.0,1075.63,0.19,15141.61,9.5,217.92,1.22,2.09,26.44,92.59,68.9,22.62,-0.32,6.2,10307.1,8688.2,184.9
2010-08-20,16.0,1071.69,0.2,15141.61,9.5,217.92,1.24,2.13,25.49,92.59,68.9,22.62,-0.31,6.2,10307.1,8688.2,184.9
2010-08-23,16.0,1067.36,0.19,15141.61,9.5,217.92,1.21,2.11,25.66,92.59,68.9,22.62,-0.31,6.2,10307.1,8688.2,184.9
2010-08-24,16.0,1051.87,0.19,15141.61,9.5,217.92,1.19,2.0,27.46,92.59,68.9,22.62,-0.31,6.2,10307.1,8688.2,184.9
2010-08-25,17.0,1055.33,0.19,15141.61,9.5,217.92,1.21,2.01,26.7,92.59,68.9,22.62,-0.31,6.2,10307.1,8688.2,184.9
2010-08-26,17.0,1047.22,0.19,15141.61,9.5,217.92,1.24,1.99,27.37,92.59,68.9,22.62,-0.31,6.2,10307.1,8688.2,184.9
2010-08-27,17.0,1064.59,0.19,15141.61,9.5,217.92,1.27,2.1,24.45,92.59,68.9,22.62,-0.31,6.2,10307.1,8688.2,184.9
2010-08-30,17.0,1048.92,0.19,15141.61,9.5,217.92,1.23,2.04,27.21,92.59,68.9,22.62,-0.31,6.2,10307.1,8688.2,184.9
2010-08-31,17.0,1049.33,0.21,15141.61,9.5,217.92,1.19,2.0,26.05,92.59,68.9,22.62,-0.31,6.2,10307.1,8688.2,184.9
2010-09-01,17.0,1080.29,0.19,15141.61,9.5,218.28,1.21,2.08,23.89,92.85,68.2,22.67,-0.31,6.1,10327.1,8718.9,184.9
2010-09-02,17.0,1090.1,0.19,15141.61,9.5,218.28,1.2,2.13,23.19,92.85,68.2,22.67,-0.31,6.1,10327.1,8718.9,184.9
2010-09-03,17.0,1104.51,0.19,15141.61,9.5,218.28,1.25,2.2,21.31,92.85,68.2,22.67,-0.31,6.1,10327.1,8718.9,184.9
2010-09-07,17.0,1091.84,0.2,15141.61,9.5,218.28,1.24,2.12,23.8,92.85,68.2,22.67,-0.31,6.1,10327.1,8718.9,184.9
